account_id,account_age_days,kyc_status,account_type,is_mule,in_txn_count,unique_senders,total_in_amount,avg_in_amount,in_amount_std,unique_in_modes,out_txn_count,unique_receivers,total_out_amount,avg_out_amount,out_amount_std,unique_out_modes,pass_through_ratio,balance_depletion,active_days,txn_velocity_per_day,mode_entropy,pagerank,hub_score,authority_score
ACC02FF434414,2275,1,0,False,3.0,3.0,25823.85,8607.949999999999,6138.843931726884,2.0,8.0,7.0,15776.470000000001,1972.0587500000001,2312.2506618780235,3.0,0.61092633336589,0.61092633336589,153.47439814814814,0.07167319196379418,5.0,5.789131205252353e-06,1.5010554937984063e-05,1.2214404001754709e-08
ACC3F7154BD55,1676,1,0,False,9.0,9.0,19063.22,2118.1355555555556,2599.8007844501813,2.0,13.0,13.0,20027.079999999998,1540.5446153846153,1466.679183016378,4.0,1.0505612372670716,1.0,167.17761574074075,0.13159656514133822,6.0,7.568819224286829e-06,5.096969800417355e-06,1.9293968565593726e-05
ACCB234E3EB98,165,1,1,False,2.0,2.0,7918.04,3959.02,1611.2842222897857,1.0,13.0,13.0,39092.09,3007.083846153846,3430.7142667490743,4.0,4.93709174879504,1.0,128.7230787037037,0.11652922033139976,5.0,3.20893760142406e-06,1.5078096389224944e-05,1.7150977265397926e-06
ACC87FB3F9272,2171,0,0,False,1.0,1.0,2250.25,2250.25,0.0,1.0,6.0,6.0,6374.04,1062.34,828.7724201250908,3.0,2.832591921641631,1.0,173.3868287037037,0.04037215544187684,4.0,2.5527424132559883e-06,3.701489433568195e-06,1.9494911579399386e-06
ACCEC627BE292,2867,1,0,False,8.0,8.0,14347.14,1793.3925,1658.2748886870356,3.0,5.0,5.0,13798.15,2759.63,2290.7705255219257,2.0,0.9617352301840401,0.9617352301840401,178.7476736111111,0.07272821926781098,5.0,5.641717073848771e-06,2.9833975952447617e-07,2.004893195031223e-05
ACC609F92FEB0,1808,1,2,False,2.0,2.0,3021.6099999999997,1510.8049999999998,636.657732576932,2.0,6.0,6.0,6154.49,1025.7483333333332,632.7539821262815,3.0,2.0368247323882804,1.0,153.93615740740742,0.05196959658299902,5.0,3.234002889620894e-06,1.6667687816769166e-05,4.2718815760113583e-07
ACCD595B9AE5B,1327,1,1,False,3.0,3.0,17161.97,5720.656666666667,2869.6769321708202,2.0,12.0,12.0,10993.039999999999,916.0866666666666,705.0635216300253,3.0,0.6405465103128914,0.6405465103128914,146.75248842592592,0.10221291755179557,5.0,3.144290320437729e-06,6.358156508997259e-06,7.036912510404696e-06
ACCD09C8A1B0A,2964,1,0,False,12.0,12.0,14088.96,1174.08,606.2951846929169,3.0,6.0,6.0,5444.0,907.3333333333334,612.2553188226842,3.0,0.3864018349215259,0.3864018349215259,178.07309027777777,0.10108208922483258,6.0,7.736480680354488e-06,1.6092615957696477e-07,2.0227227627575925e-05
ACC2C6C2E1FA6,779,0,1,False,1.0,1.0,485.89,485.89,0.0,1.0,8.0,8.0,36165.73,4520.71625,6470.844450882165,3.0,74.43192750556861,1.0,163.43990740740742,0.05506611049139705,4.0,2.5505978719266928e-06,3.260046226922682e-05,2.059675981147986e-06
ACC32240B1F7D,293,1,2,False,3.0,3.0,8367.28,2789.0933333333337,3273.5153639067184,2.0,12.0,12.0,14473.72,1206.1433333333332,1682.3068839885166,3.0,1.7297998851122467,1.0,156.60677083333334,0.09578129936644661,5.0,6.338431118194463e-06,3.416510735635882e-05,1.7176042557701994e-06
ACC8275FF2C7F,827,1,0,False,3.0,3.0,5775.12,1925.04,849.9216585662468,1.0,12.0,12.0,12453.07,1037.7558333333334,963.4622665296837,3.0,2.1563309469650314,1.0,179.0303935185185,0.08378465636589484,4.0,3.640545143987472e-06,1.6024663725123183e-05,5.811393388434194e-07
ACC94607D8C9B,87,1,0,False,1.0,1.0,1254.28,1254.28,0.0,1.0,4.0,4.0,7315.7300000000005,1828.9325000000001,2372.096658055555,2.0,5.832613086132179,1.0,73.50666666666666,0.0680210411754036,3.0,2.546272137785932e-06,1.8542505600778434e-06,1.7339514657086352e-06
ACC15E33B6F34,370,1,0,False,5.0,5.0,13825.310000000001,2765.0620000000004,2076.8254005621175,2.0,10.0,10.0,24911.18,2491.118,2724.7311939867473,4.0,1.8018532663630302,1.0,161.1223148148148,0.09309697429086827,6.0,8.575988815666292e-06,1.4986895959805435e-06,7.1066028298374825e-06
ACC0497DAA32C,212,1,2,False,1.0,1.0,392.28,392.28,0.0,1.0,10.0,10.0,15289.65,1528.965,1135.764709937269,3.0,38.97636792657368,1.0,136.2581712962963,0.08072910340239534,4.0,4.057358647560254e-06,1.558004744712556e-05,2.0910944452448042e-06
ACC0AB8187CA3,2632,1,0,False,3.0,3.0,6080.7699999999995,2026.9233333333332,2755.1954600415074,1.0,3.0,3.0,5105.110000000001,1701.7033333333336,1393.2274057860523,3.0,0.8395499240399656,0.8395499240399656,104.60630787037037,0.05735791772170456,4.0,3.609083458043837e-06,1.831259115903341e-05,1.0910102406019065e-05
ACC358CA098BA,2382,1,2,False,2.0,2.0,6955.51,3477.755,704.6814049270779,2.0,9.0,9.0,22101.010000000002,2455.667777777778,3231.258530065251,3.0,3.1774823080155414,1.0,146.91300925925927,0.07487424058265772,5.0,2.934442991120183e-06,1.5698139042013222e-05,6.50508879952284e-07
ACCED914FEBCD,2981,0,0,False,2.0,2.0,12285.09,6142.545,5685.824414317593,2.0,15.0,14.0,39459.0,2630.6,3123.7016806598454,2.0,3.2119422786386242,1.0,141.29068287037038,0.12031932788941893,4.0,3.0073996734743073e-06,1.824883961819525e-05,1.89323108198834e-06
ACC946659B84C,567,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,21555.149999999998,1796.2624999999998,2460.3318997762913,4.0,2155514999.9999995,1.0,171.8929513888889,0.0698108904585117,4.0,2.237050970064386e-06,1.6360939643566324e-05,-0.0
ACC313718FC34,375,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8504.8,1417.4666666666665,1082.4682614777519,3.0,850479999.9999999,1.0,114.75899305555555,0.052283484198012806,3.0,2.237050970064386e-06,1.6300097639228627e-06,-0.0
ACC1BFC9B82B6,2430,1,0,False,2.0,2.0,1396.47,698.235,449.1330142062595,2.0,5.0,5.0,5552.5599999999995,1110.512,1310.8813004120548,3.0,3.9761398098337963,1.0,136.54,0.051267027977149555,5.0,4.488236047104889e-06,3.270381436807567e-06,3.6407240197933603e-07
ACC012F67DDA9,2160,1,0,False,6.0,6.0,9169.59,1528.265,975.5887862977926,3.0,3.0,3.0,6786.03,2262.0099999999998,1611.7007747097475,2.0,0.7400581697327163,0.7400581697327163,165.8696527777778,0.054259473323053614,5.0,4.09091521073831e-06,3.0110923227418893e-05,9.639375506597781e-06
ACC5796BFF04A,1624,0,0,False,1.0,1.0,2816.68,2816.68,0.0,1.0,5.0,5.0,4829.53,965.906,447.6054105794522,3.0,1.7146179128810588,1.0,155.22203703703704,0.0386543052425498,4.0,2.6280389446153532e-06,7.225279059020959e-07,1.729282071613302e-06
ACC836E4F4A1E,1477,0,2,False,1.0,1.0,648.1,648.1,0.0,1.0,12.0,11.0,28497.34,2374.778333333333,3267.754955408525,2.0,43.970590279731674,1.0,137.2428935185185,0.09472257299971512,3.0,1.2973447901178167e-05,1.654873308619905e-05,1.7542714038740165e-06
ACC45DBB775E4,1979,1,0,False,1.0,1.0,4860.18,4860.18,0.0,1.0,9.0,9.0,9577.11,1064.1233333333334,907.7865791307999,2.0,1.970525778941262,1.0,92.35554398148147,0.10827720317477783,3.0,3.234646299820596e-06,2.7413198296324653e-06,1.7473547136410576e-09
ACC169C3765FC,527,1,0,False,65.0,65.0,141202.2,2172.3415384615387,2946.014042102179,4.0,8.0,8.0,14457.79,1807.22375,1449.640570042278,3.0,0.10239068512371687,0.10239068512371687,176.81725694444444,0.41285562993965247,7.0,4.9179093670168686e-05,1.7787286855257363e-05,0.0001205621173458971
ACCC602DC882B,729,1,0,False,4.0,4.0,3630.35,907.5875,599.5857666964752,1.0,7.0,7.0,12853.859999999999,1836.265714285714,1842.6185634476562,3.0,3.54066686809628,1.0,114.78538194444444,0.09583101797164334,4.0,3.4547415295230584e-06,1.57630016850387e-05,7.76678908952025e-06
ACCEFD5DF3745,1407,1,0,False,1.0,1.0,655.91,655.91,0.0,1.0,4.0,4.0,2533.0299999999997,633.2574999999999,535.0797344555295,2.0,3.861855988445732,1.0,155.23969907407408,0.032208256198784584,3.0,3.2013627777953e-06,1.4857332526187761e-05,3.5599130122642745e-06
ACC4EC8767026,2271,1,0,False,1.0,1.0,286.87,286.87,0.0,1.0,3.0,3.0,4023.15,1341.05,637.5721823448698,2.0,14.02429623089566,1.0,150.6471875,0.026552105395263353,3.0,5.379133244801235e-05,1.6128733454818946e-05,3.4485957646193426e-06
ACC8E2A69AA15,215,1,2,False,1.0,1.0,577.67,577.67,0.0,1.0,9.0,7.0,20560.84,2284.5377777777776,1897.0626409780052,3.0,35.59270802373833,1.0,148.94381944444444,0.06713940892142871,4.0,3.191482535893869e-06,4.5372377890380085e-05,1.3909703132105804e-07
ACC51A2179A64,2654,1,1,False,169.0,168.0,302814.41,1791.8012426035502,2294.3415339939593,4.0,5.0,5.0,4523.5,904.7,702.7688597255858,2.0,0.014938192670060246,0.014938192670060246,175.60444444444445,0.9908633038900558,6.0,0.000511018873116977,2.9935129886141214e-05,0.0002940476634282697
ACCEE3791C16E,558,1,0,False,2.0,2.0,1740.64,870.32,872.7819000185557,2.0,11.0,11.0,27375.36,2488.6690909090908,3518.5976212674686,3.0,15.72718071670661,1.0,137.61905092592593,0.09446366555018104,5.0,1.260416509900462e-05,5.933583456231194e-07,3.997558063529496e-06
ACC39A7ACF982,594,1,1,False,1.0,1.0,361.65,361.65,0.0,1.0,6.0,6.0,11382.33,1897.055,1549.6768185625028,3.0,31.473329697958537,1.0,161.27034722222223,0.04340537563520193,4.0,4.488939524496763e-06,1.722190049025579e-05,1.8805263803596602e-06
ACC507FDF6EBE,1772,1,1,False,3.0,3.0,7178.889999999999,2392.963333333333,1487.0489614109326,1.0,6.0,6.0,6313.74,1052.29,584.6044163363805,2.0,0.8794869389564586,0.8794869389564586,130.92604166666666,0.06874109906197041,3.0,4.450656930648118e-06,1.548552346721755e-05,2.0151557074912e-06
ACC7385C7F0B0,796,1,0,False,1.0,1.0,855.69,855.69,0.0,1.0,15.0,15.0,18052.25,1203.4833333333333,802.2887594756345,3.0,21.096717022558202,1.0,173.6976736111111,0.09211407192373883,4.0,2.5911234854479564e-06,3.235079541243701e-05,7.384057805686996e-08
ACCC904D40B2E,1732,1,0,False,2.0,2.0,3712.8900000000003,1856.4450000000002,1614.1197204823438,2.0,10.0,10.0,11554.52,1155.452,545.2149269131293,3.0,3.1120016937964716,1.0,139.7881365740741,0.0858441946083255,5.0,4.2113542533497475e-06,2.2098744054191077e-05,3.4833062796099075e-06
ACC550974E1C4,1851,1,1,False,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,31471.8,2420.9076923076923,2707.31201537661,4.0,3147179999.9999995,1.0,125.08951388888889,0.10392557773905242,4.0,2.237050970064386e-06,1.803902916791728e-05,-0.0
ACC61638A02BB,417,1,0,False,9.0,9.0,13752.55,1528.0611111111111,1572.273299759336,2.0,10.0,10.0,16780.37,1678.0369999999998,1238.3291285262842,3.0,1.220164259559017,1.0,163.94365740740741,0.11589347401701634,5.0,1.509422631000466e-05,5.453767728739401e-06,1.7222152029004883e-05
ACC0BC0CE5B66,1890,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,16404.39,1367.0325,1125.159686316286,4.0,1640438999.9999998,1.0,146.07856481481483,0.08214757596511517,4.0,2.237050970064386e-06,3.160306699584186e-06,-0.0
ACC1E9AC0CC4E,2775,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8254.79,1375.7983333333334,1216.0387985326236,3.0,825479000.0,1.0,131.94233796296297,0.04547441020549626,3.0,2.237050970064386e-06,1.7675457424238674e-05,-0.0
ACCEEA4D78149,1470,1,0,False,7.0,7.0,7872.91,1124.7014285714286,1133.570369502611,3.0,8.0,8.0,7410.54,926.3175,500.0526777321993,3.0,0.9412707614576177,0.9412707614576177,149.17516203703704,0.10055293250679237,6.0,7.220630485643047e-06,1.6218136180283626e-05,1.5065089750430468e-05
ACCD752F8A41A,479,1,0,False,1.0,1.0,2599.66,2599.66,0.0,1.0,8.0,8.0,42258.05,5282.25625,9213.963694997994,3.0,16.255221774173464,1.0,168.15967592592594,0.053520559851485947,4.0,2.5181107313670615e-06,1.965237622407992e-05,1.7620596201542727e-06
ACC5B5E759274,908,1,0,False,2.0,2.0,2590.4700000000003,1295.2350000000001,100.62836603065777,1.0,11.0,11.0,15323.82,1393.0745454545454,1102.0729052686454,3.0,5.915459333960788,1.0,150.83049768518518,0.08618946565523984,4.0,3.6017067829320183e-06,2.519503136905257e-06,1.6941842527122476e-06
ACCFA013216CD,573,1,0,False,1.0,1.0,1642.15,1642.15,0.0,1.0,3.0,3.0,8468.98,2822.9933333333333,4204.867710574654,2.0,5.157251133226251,1.0,188.9253125,0.021172387897995405,3.0,2.768083834796898e-06,1.8015259509235312e-06,2.3045369445597184e-06
ACC9B077040BB,731,1,0,False,41.0,41.0,67606.37,1648.9358536585364,1614.3947596095811,4.0,7.0,7.0,5757.51,822.5014285714286,313.1986186340638,3.0,0.08516224135607899,0.08516224135607899,174.46723379629628,0.27512329367268834,7.0,2.995535429250163e-05,3.005411220799699e-06,7.698592867804413e-05
ACC776EB2C267,789,1,0,False,6.0,6.0,7422.389999999999,1237.0649999999998,1027.1485032214184,2.0,9.0,9.0,24977.1,2775.233333333333,4938.333506844692,3.0,3.365102071751684,1.0,159.85530092592592,0.09383486135971639,5.0,4.134181058996203e-06,1.5833531889199157e-05,8.987925930124227e-06
ACCB5EAD4C52C,2438,1,0,False,2.0,2.0,1068.21,534.105,113.61084653324264,1.0,7.0,7.0,8148.96,1164.1371428571429,367.37948403588916,3.0,7.628612280089006,1.0,162.8178472222222,0.05527649550430632,4.0,3.2745431317822176e-06,1.6152103375764783e-05,1.9608056175615285e-06
ACCB41982BE21,1098,1,0,False,1.0,1.0,1061.44,1061.44,0.0,1.0,10.0,10.0,32821.22,3282.1220000000003,4819.741338308059,2.0,30.921408361081095,1.0,168.29520833333333,0.06536133802581526,3.0,2.4550326760482412e-06,3.017361932293047e-06,3.795994186706245e-06
ACC5C2E257618,1082,1,0,False,5.0,5.0,11121.09,2224.218,1023.5642802335376,1.0,11.0,10.0,23069.52,2097.229090909091,2357.3977003147115,4.0,2.07439378507467,1.0,175.68288194444443,0.09107318722753889,5.0,5.593228604107915e-06,3.080920495760452e-05,1.0821762614004102e-05
ACCA335D2E5A9,124,1,0,False,2.0,2.0,2492.3,1246.15,824.4157961853957,2.0,5.0,5.0,31087.16,6217.432,10532.312614885202,3.0,12.473281657612317,1.0,143.87247685185184,0.0486541981702868,5.0,3.6022188695379707e-06,3.862777233387276e-07,9.160569388257968e-08
ACC6F74B1084F,1464,1,0,False,3.0,3.0,14387.619999999999,4795.873333333333,6776.437914615121,1.0,10.0,9.0,21818.239999999998,2181.8239999999996,3725.228728894673,3.0,1.516459288251664,1.0,152.7507060185185,0.08510598961437182,4.0,4.23045729270502e-06,1.965654045415973e-05,1.0448164898730073e-05
ACCAA522AE06F,2955,1,2,False,2.0,2.0,3347.79,1673.895,1332.2952417726333,2.0,4.0,4.0,16539.18,4134.795,2959.6352892037216,2.0,4.940327783581623,1.0,172.6157523148148,0.0347592842457232,4.0,3.1663940524115224e-06,1.632194575019972e-07,1.9174169171717816e-06
ACC436A472C68,913,1,0,False,3.0,3.0,22375.61,7458.536666666667,7154.178155751598,2.0,9.0,9.0,22187.45,2465.2722222222224,4331.005347418708,3.0,0.9915908433371914,0.9915908433371914,169.46288194444443,0.07081196697654416,5.0,3.6648388322622773e-06,4.585660541670298e-05,2.227569237966755e-06
ACCD5FAB0CF70,519,1,1,False,4.0,4.0,6235.47,1558.8675,1094.964168527141,3.0,9.0,8.0,15227.75,1691.9722222222222,1241.7063412173768,4.0,2.442117430695493,1.0,146.17017361111112,0.08893743284855622,7.0,9.4627347912481e-06,1.5125633001412319e-05,6.644625445994369e-07
ACC2E4253B372,1060,1,2,False,2.0,2.0,1162.71,581.355,476.46976236693126,2.0,10.0,9.0,11201.14,1120.114,696.5677627274399,2.0,9.63364889238375,1.0,142.32653935185186,0.08431315800023956,4.0,2.818124166311358e-06,3.296056457776576e-05,5.4225997712751575e-06
ACC2901676DAA,2959,1,0,False,22.0,22.0,53166.41,2416.655,3046.8881049527204,3.0,15.0,15.0,17279.8,1151.9866666666667,854.7210384235372,3.0,0.3250134811951731,0.3250134811951731,166.77712962962963,0.22185296078765573,6.0,2.3194603570121832e-05,2.098872717931236e-05,3.652481923558979e-05
ACC1735D25315,1216,1,1,False,1.0,1.0,907.57,907.57,0.0,1.0,5.0,4.0,4877.42,975.484,525.5344544651663,3.0,5.374152898683816,1.0,94.93516203703703,0.06320102974764209,4.0,2.477711081491562e-06,1.643540858884312e-05,3.5409839350712464e-06
ACC256D01B23C,1246,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,19845.38,3307.5633333333335,4648.635151296203,3.0,1984538000.0,1.0,39.633032407407406,0.1513888702313528,3.0,2.237050970064386e-06,1.8504236685526224e-05,-0.0
ACCE699334E53,2250,0,0,False,26.0,26.0,49904.48,1919.4030769230772,2772.350865362852,4.0,5.0,5.0,7276.64,1455.328,1165.898154029759,2.0,0.14581135798914016,0.14581135798914016,173.91700231481482,0.17824594253232087,6.0,1.7744147492645486e-05,1.543081078037058e-05,4.606991365385107e-05
ACC7741DC98C5,491,1,0,False,1.0,1.0,3862.91,3862.91,0.0,1.0,4.0,4.0,17828.37,4457.0925,5185.358369822829,1.0,4.6152693057429,1.0,87.87300925925926,0.056900293299937774,2.0,2.861326269013586e-06,1.4997114461384172e-05,1.8858269739966174e-06
ACCB0471EE50D,2170,1,0,False,2.0,2.0,6574.63,3287.315,2867.4806322711233,2.0,5.0,5.0,4605.13,921.0260000000001,320.2528122905402,2.0,0.7004394152972268,0.7004394152972268,127.73603009259259,0.05480051317491141,4.0,2.97448084151039e-06,1.7525444029914191e-06,2.72176252275936e-06
ACC277ABFC466,147,1,0,False,15.0,15.0,20681.73,1378.782,1416.551382751182,2.0,7.0,7.0,9348.77,1335.5385714285715,1358.4547549750362,2.0,0.4520303666801422,0.4520303666801422,168.6324884259259,0.1304612189819152,4.0,1.0552099733306949e-05,1.8783960200009227e-06,3.0343942423000055e-05
ACCFD59F98440,1574,1,0,False,1.0,1.0,1244.18,1244.18,0.0,1.0,10.0,10.0,14069.19,1406.919,1390.0654103190811,2.0,11.308001966692906,1.0,160.95947916666665,0.06834018137328818,3.0,2.4550326760482412e-06,1.9686374692934334e-05,5.526727806886291e-08
ACC020A1D3AC3,542,1,0,False,2.0,2.0,1752.12,876.06,854.100138859607,1.0,14.0,13.0,28907.22,2064.8014285714285,1912.5213220927346,3.0,16.498424671264388,1.0,116.99643518518519,0.13675630351193827,4.0,3.3754745874136565e-06,3.074712303120194e-05,4.032411503348513e-07
ACC9B157F9B6F,2247,1,0,False,2.0,2.0,3022.95,1511.475,1198.4399280940202,1.0,15.0,15.0,19078.8,1271.9199999999998,1046.800713214179,3.0,6.311318393253879,1.0,175.56300925925925,0.09683133179208372,4.0,1.8390215629926026e-05,1.609279301900474e-05,3.7891938285879706e-06
ACCCFBD37F9A9,634,1,0,False,4.0,4.0,10464.13,2616.0325,2393.0047864191583,2.0,8.0,8.0,12318.55,1539.81875,1266.578567710637,4.0,1.1772168339104954,1.0,96.1605324074074,0.12479132238119368,6.0,4.1385795042355885e-06,3.388147371474003e-05,2.182784956699224e-06
ACC66D20038B0,1741,1,0,False,2.0,2.0,1193.1100000000001,596.5550000000001,579.7497788270384,2.0,14.0,14.0,35191.9,2513.707142857143,2630.5035789820477,3.0,29.49593893693005,1.0,160.91653935185184,0.09943042563831939,5.0,3.150783671723153e-06,1.708955379616141e-05,3.5308376763872224e-06
ACCDC989BD46F,2461,1,0,False,2.0,2.0,1692.68,846.34,36.797836892947906,2.0,4.0,4.0,12592.59,3148.1475,5124.588577634793,2.0,7.439439188509114,1.0,96.2009375,0.062369454559629424,4.0,2.796106738100269e-06,1.529461452927015e-05,3.856539725387762e-06
ACCDA8CFAA6F7,2135,1,0,False,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,13975.69,1746.96125,2479.469363999584,2.0,1397569000.0,1.0,140.8735300925926,0.05678852510291893,2.0,2.237050970064386e-06,1.788653560501869e-05,-0.0
ACCBA47866695,1330,1,1,False,2.0,2.0,2004.84,1002.42,434.70096480224197,1.0,11.0,10.0,22258.55,2023.5045454545455,1597.796061300463,3.0,11.102407119259357,1.0,155.15298611111112,0.08378826812066763,4.0,3.583893737568683e-06,1.5644793088864985e-05,5.338480937208014e-06
ACCCAA1FBE12D,1024,1,2,False,2.0,2.0,1711.36,855.68,520.6710072589024,1.0,9.0,9.0,17617.05,1957.4499999999998,2096.332924293038,3.0,10.294181175824017,1.0,172.96797453703704,0.06359558773491106,4.0,2.6024112264765515e-06,3.209365250940349e-05,3.842408000842176e-06
ACC4BFF0659C5,647,0,2,False,1.0,1.0,812.56,812.56,0.0,1.0,9.0,9.0,9408.24,1045.36,1263.9878313199856,3.0,11.57851713622973,1.0,154.24444444444444,0.06483215674974788,4.0,2.5437096681449212e-06,1.501246889893129e-05,3.400228305290551e-06
